TOPIC,PMID,OFFSET,LENGTH,Total_PMID,Location
169,10545404,4087,194,18,carcinogenesis
169,10545404,26989,715,18,carcinogenesis
169,10545404,572,3501,18,carcinogenesis
177,10545404,38934,12697,18,carcinogenesis
177,10545404,31272,3329,18,carcinogenesis
184,10545404,31272,3329,18,carcinogenesis
184,10545404,38934,12697,18,carcinogenesis
184,10545404,6534,2432,18,carcinogenesis
167,10545405,16127,826,1,carcinogenesis
172,10545406,6989,1602,1,carcinogenesis
167,10545407,532,2706,1,carcinogenesis
183,10545415,4880,2349,1,carcinogenesis
162,10545425,15511,963,7,carcinogenesis
168,10545425,22509,552,7,carcinogenesis
174,10545425,15511,963,7,carcinogenesis
174,10545425,22509,552,7,carcinogenesis
184,10545425,5735,883,7,carcinogenesis
185,10545425,537,2830,7,carcinogenesis
185,10545425,19341,1942,7,carcinogenesis
169,10545476,50423,2728,2,intimm
180,10545476,38659,1301,2,intimm
168,10545594,30779,835,1,humolgen
186,10545598,19827,906,1,humolgen
173,10545603,57238,411,1,humolgen
174,10547388,40733,2285,3,jnci
174,10547388,120023,418,3,jnci
174,10547388,39385,1345,3,jnci
167,10547389,116812,461,2,jnci
167,10547389,126184,17375,2,jnci
174,10547390,27216,1025,1,jnci
183,10547393,53881,414,1,jnci
167,10547395,5152,3081,1,jnci
162,10547398,1235,591,1,jnci
179,10548604,14536,323,1,humanrep
164,10548618,15816,2286,1,humanrep
164,10551779,7799,925,1,molendo
175,10551781,22417,3158,4,molendo
175,10551781,39186,940,4,molendo
175,10551781,41607,3196,4,molendo
175,10551781,900,4851,4,molendo
167,10552965,62699,504,24,blood
167,10552965,12412,1069,24,blood
167,10552965,47850,1671,24,blood
167,10552965,74752,495,24,blood
167,10552965,64136,566,24,blood
167,10552965,61194,637,24,blood
167,10552965,22402,1616,24,blood
167,10552965,18272,1743,24,blood
167,10552965,49544,1523,24,blood
167,10552965,60112,564,24,blood
167,10552965,5670,4045,24,blood
167,10552965,20026,2373,24,blood
167,10552965,67266,550,24,blood
167,10552965,0,177,24,blood
167,10552965,2120,2147,24,blood
167,10552965,4270,1397,24,blood
167,10552965,24096,1723,24,blood
183,10552965,47850,1671,24,blood
183,10552965,49544,1523,24,blood
183,10552965,5670,4045,24,blood
183,10552965,22402,1616,24,blood
183,10552965,18272,1743,24,blood
183,10552965,52106,2324,24,blood
183,10552965,20026,2373,24,blood
183,10556177,39783,831,1,blood
183,10556178,6685,793,1,blood
187,10556261,2955,402,1,rheumatolgy
181,10556283,21780,19122,1,humolgen
181,10556285,53843,639,1,humolgen
170,10556286,49873,2010,1,humolgen
186,10556292,3739,971,1,humolgen
181,10556293,1950,661,2,humolgen
181,10556293,38579,511,2,humolgen
182,10556296,21489,11632,23,humolgen
182,10556296,36477,301,23,humolgen
182,10556296,5778,870,23,humolgen
182,10556296,16453,1584,23,humolgen
182,10556296,65362,488,23,humolgen
182,10556296,0,202,23,humolgen
182,10556296,38723,1426,23,humolgen
182,10556296,1922,1561,23,humolgen
182,10556296,65153,206,23,humolgen
182,10556296,43674,388,23,humolgen
182,10556296,36836,1880,23,humolgen
182,10556296,33124,352,23,humolgen
182,10556296,61076,410,23,humolgen
182,10556296,10540,5910,23,humolgen
182,10556296,34823,437,23,humolgen
182,10556296,18593,1473,23,humolgen
182,10556296,4527,739,23,humolgen
182,10556296,41261,741,23,humolgen
182,10556296,34463,294,23,humolgen
182,10556296,9404,1127,23,humolgen
182,10556296,54832,407,23,humolgen
182,10556296,44069,1256,23,humolgen
182,10556296,6655,714,23,humolgen
164,10561412,132346,1473,1,jneuro
187,10561420,59284,1239,1,jneuro
187,10561429,79406,1832,1,jneuro
185,10561441,63253,2091,2,jneuro
185,10561441,1771,2440,2,jneuro
187,10561448,43878,1665,1,jneuro
170,10561453,55082,503,1,glycobiology
176,10562288,12220,2403,1,jcb
180,10562326,6740,1892,1,jexpmed
161,10562597,0,214,1,jappliedphysio
161,10562601,0,400,1,jappliedphysio
182,10564089,58492,17571,1,ajpcell
176,10564094,82203,13160,1,ajpcell
180,10564095,20443,1010,3,ajpgastro
180,10564095,36423,1941,3,ajpgastro
180,10564095,41730,11820,3,ajpgastro
165,10564115,58543,14656,1,ajpgastro
161,10564127,26525,617,1,ajpheart
162,10564676,19334,3289,3,jnci
163,10564676,13395,953,3,jnci
169,10564676,13395,953,3,jnci
177,10566621,28464,12036,1,jclinicalendometa
173,10567006,80272,20142,2,ajpendometa
177,10567006,80272,20142,2,ajpendometa
166,10567454,861,3057,1,jhistocyto
164,10567637,19094,1790,14,jgenviro
164,10567637,0,557,14,jgenviro
164,10567637,56309,2023,14,jgenviro
164,10567637,10317,4538,14,jgenviro
164,10567637,26893,3703,14,jgenviro
164,10567637,20887,948,14,jgenviro
164,10567637,1211,3046,14,jgenviro
164,10567637,14858,1846,14,jgenviro
164,10567637,31972,2040,14,jgenviro
171,10567637,47977,4168,14,jgenviro
171,10567637,84364,359,14,jgenviro
171,10567637,52148,4158,14,jgenviro
171,10567637,10317,4538,14,jgenviro
171,10567637,56309,2023,14,jgenviro
175,10567656,44427,2740,1,jgenviro
175,10567657,3602,3495,3,jgenviro
175,10567657,7100,5746,3,jgenviro
175,10567657,52963,1882,3,jgenviro
180,10567660,16349,2695,1,jgenviro
162,10570093,0,707,1,nephrodiatransp
170,10570223,0,344,6,glycobiology
170,10570223,66837,558,6,glycobiology
170,10570223,36054,2085,6,glycobiology
170,10570223,68929,591,6,glycobiology
176,10570223,66837,558,6,glycobiology
176,10570223,81143,508,6,glycobiology
175,10572179,2046,2291,1,nar
163,10572192,5008,1472,2,nar
169,10572192,5008,1472,2,nar
175,10573149,10014,646,1,jgenviro
175,10573152,6541,2188,3,jgenviro
175,10573152,23146,1476,3,jgenviro
175,10573152,947,2158,3,jgenviro
160,10573172,50786,337,1,jgenviro
160,10573173,47306,338,3,jgenviro
160,10573173,2088,2385,3,jgenviro
160,10573173,39288,264,3,jgenviro
178,10579310,74278,1534,1,endocrinology
178,10579321,42232,1549,1,endocrinology
166,10579347,5296,1864,3,endocrinology
166,10579347,71137,19845,3,endocrinology
166,10579347,1391,2857,3,endocrinology
185,10579367,0,375,2,endocrinology
185,10579367,898,1039,2,endocrinology
186,10579712,38470,1083,1,jcb
180,10579724,30123,716,1,jcb
175,10580054,21944,1164,3,jgenviro
175,10580054,2819,2710,3,jgenviro
175,10580054,16716,875,3,jgenviro
175,10580055,9884,2088,2,jgenviro
175,10580055,11975,981,2,jgenviro
160,10580067,1068,2928,3,jgenviro
160,10580067,3999,3947,3,jgenviro
171,10580067,36457,1509,3,jgenviro
160,10580068,26550,3622,1,jgenviro
175,10580926,40820,479,2,jgenviro
175,10580926,23337,1022,2,jgenviro
171,10587347,14201,532,2,jexpmed
171,10587347,86143,575,2,jexpmed
171,10587362,36692,1011,2,jexpmed
171,10587362,35356,1333,2,jexpmed
161,10587540,15690,15311,1,rheumatolgy
167,10587573,71742,1204,1,humolgen
165,10587578,20587,2889,5,humolgen
165,10587578,1907,3272,5,humolgen
165,10587578,29914,1710,5,humolgen
165,10587578,5182,3173,5,humolgen
165,10587578,9840,1377,5,humolgen
182,10587584,36160,1192,4,humolgen
185,10587584,787,3300,4,humolgen
185,10587584,38218,1570,4,humolgen
185,10587584,66834,499,4,humolgen
181,10587588,6414,5124,1,humolgen
169,10589733,55558,3192,1,microbio
184,10589737,31589,1119,1,microbio
175,10590047,27857,1636,1,blood
166,10590080,27049,1298,1,blood
171,10590081,60999,1050,1,blood
162,10590210,32660,3203,1,carcinogenesis
162,10590211,18061,3037,2,carcinogenesis
163,10590211,71648,2123,2,carcinogenesis
163,10590212,42266,1515,1,carcinogenesis
172,10590213,4138,1879,1,carcinogenesis
163,10590215,6333,1083,2,carcinogenesis
163,10590215,3977,582,2,carcinogenesis
167,10590229,426,3236,1,carcinogenesis
163,10590231,0,222,2,carcinogenesis
169,10590231,42469,20814,2,carcinogenesis
163,10590256,22039,1342,1,intimm
165,10592171,25845,46,1,nar
185,10592268,14649,1098,2,nar
185,10592268,695,2846,2,nar
180,10592276,9126,751,2,nar
184,10592276,9880,1090,2,nar
166,10592279,14792,597,1,nar
178,10598578,513,3322,2,molendo
178,10598578,48336,1898,2,molendo
177,10599687,47490,25763,1,jclinicalendometa
178,10599688,3739,3843,1,jclinicalendometa
161,10599693,6447,708,6,jclinicalendometa
178,10599693,30317,859,6,jclinicalendometa
178,10599693,13285,2069,6,jclinicalendometa
178,10599693,37046,21988,6,jclinicalendometa
185,10599693,24920,2542,6,jclinicalendometa
185,10599693,16262,2126,6,jclinicalendometa
176,10600761,6482,2471,2,ajpcell
176,10600761,80408,16968,2,ajpcell
163,10600765,2585,2262,1,ajpcell
170,10600767,12177,2188,2,ajpcell
176,10600767,71982,15351,2,ajpcell
187,10600780,52473,17960,1,ajpcell
185,10600789,63343,14642,1,ajpendometa
163,10600809,103423,2310,17,ajpgastro
169,10600809,2146,1688,17,ajpgastro
169,10600809,20041,2235,17,ajpgastro
169,10600809,39746,4188,17,ajpgastro
169,10600809,18033,999,17,ajpgastro
169,10600809,26202,1174,17,ajpgastro
169,10600809,103423,2310,17,ajpgastro
169,10600809,15770,2259,17,ajpgastro
169,10600809,182825,119205,17,ajpgastro
169,10600809,29507,2609,17,ajpgastro
169,10600809,61426,1678,17,ajpgastro
169,10600809,23596,2602,17,ajpgastro
169,10600809,22313,1280,17,ajpgastro
177,10600809,182825,119205,17,ajpgastro
182,10600809,182825,119205,17,ajpgastro
184,10600809,182825,119205,17,ajpgastro
187,10600809,182825,119205,17,ajpgastro
180,10600810,6409,663,1,ajpgastro
179,10600816,78125,725,1,ajpgastro
180,10600818,54868,1247,1,ajpgastro
173,10600822,83071,17557,1,ajpgastro
173,10600824,20203,752,3,ajpgastro
173,10600824,30479,1498,3,ajpgastro
173,10600824,18125,834,3,ajpgastro
172,10600897,46457,10679,1,ajplung
170,10600928,18449,5359,1,ajprenal
170,10600937,68968,15426,1,ajprenal
178,10600995,83595,414,2,cercor
181,10600995,85132,439,2,cercor
181,10600996,80541,439,1,cercor
177,10601089,22256,2557,1,humanrep
176,10601093,3901,3939,2,humanrep
176,10601093,0,637,2,humanrep
178,10601096,68036,464,3,humanrep
178,10601096,45595,3536,3,humanrep
178,10601096,76324,448,3,humanrep
183,10601181,72809,11295,1,jappliedphysio
176,10601334,66088,1299,4,jcb
176,10601334,69691,1727,4,jcb
176,10601334,28353,2721,4,jcb
176,10601334,76624,560,4,jcb
187,10601340,2471,1676,1,jcb
171,10601356,10061,2078,8,jexpmed
171,10601356,69814,4429,8,jexpmed
171,10601356,44431,1446,8,jexpmed
171,10601356,37963,1209,8,jexpmed
171,10601356,68548,1263,8,jexpmed
171,10601356,2566,1907,8,jexpmed
171,10601356,78342,2855,8,jexpmed
171,10601356,74246,903,8,jexpmed
168,10601383,24541,750,9,jnci
168,10601383,12013,2038,9,jnci
168,10601383,25294,2018,9,jnci
174,10601383,58336,303,9,jnci
174,10601383,1528,4039,9,jnci
174,10601383,25294,2018,9,jnci
174,10601383,12013,2038,9,jnci
174,10601383,67014,14583,9,jnci
174,10601383,40266,1387,9,jnci
187,10601426,51147,21434,1,jneuro
173,10601440,61199,21500,1,jneuro
185,10601445,61183,1006,3,jneuro
185,10601445,7417,4636,3,jneuro
185,10601445,79379,27614,3,jneuro
185,10601446,29171,2555,3,jneuro
185,10601446,82143,18914,3,jneuro
185,10601446,27424,1652,3,jneuro
187,10601465,12166,496,1,jneuro
179,10606640,55806,4471,7,nar
179,10606640,0,580,7,nar
179,10606640,53641,2162,7,nar
179,10606640,26364,3473,7,nar
179,10606640,29840,2407,7,nar
179,10606640,965,3091,7,nar
179,10606640,4059,3770,7,nar
162,10606647,47634,2089,2,nar
162,10606647,661,2478,2,nar
161,10606654,0,503,1,nar
183,10606664,6436,980,1,nar
171,10607682,2599,3147,1,blood
180,10607737,33450,1198,1,carcinogenesis
161,10607739,4726,1458,1,carcinogenesis
171,10607745,34613,2765,1,intimm
169,10607757,1460,868,3,nephrodiatransp
169,10607757,3637,1763,3,nephrodiatransp
169,10607757,2441,553,3,nephrodiatransp
177,10607770,33971,2256,1,nephrodiatransp
182,10607827,80218,602,1,humolgen
175,10607833,12217,3969,1,humolgen
164,10607838,34438,1583,1,humolgen
161,10607841,3445,2334,10,humolgen
186,10607841,7096,2565,10,humolgen
186,10607841,5782,1311,10,humolgen
186,10607841,63583,637,10,humolgen
186,10607841,3445,2334,10,humolgen
186,10607841,57977,533,10,humolgen
186,10607841,1012,2430,10,humolgen
186,10607841,0,478,10,humolgen
186,10607841,54001,1867,10,humolgen
186,10607841,71522,584,10,humolgen
178,10611178,35573,294,1,humanrep
170,10613919,6648,4833,1,jgenphysio
177,10614617,34538,833,3,endocrinology
177,10614617,33474,1061,3,endocrinology
177,10614617,35374,1230,3,endocrinology
170,10614641,6468,601,1,endocrinology
178,10614647,63925,4321,1,endocrinology
172,10617590,43698,969,2,jbc-2000
172,10617590,63852,2347,2,jbc-2000
164,10617605,24330,2586,12,jbc-2000
164,10617605,13039,1802,12,jbc-2000
164,10617605,9241,1928,12,jbc-2000
164,10617605,14844,4121,12,jbc-2000
164,10617605,29196,2215,12,jbc-2000
164,10617605,35591,1657,12,jbc-2000
164,10617605,6962,1302,12,jbc-2000
164,10617605,19704,2270,12,jbc-2000
164,10617605,8273,959,12,jbc-2000
164,10617605,22945,1382,12,jbc-2000
171,10617605,35591,1657,12,jbc-2000
171,10617605,41696,2247,12,jbc-2000
186,10617607,77355,1413,2,jbc-2000
186,10617607,6554,1206,2,jbc-2000
164,10617630,6990,3167,1,jbc-2000
170,10617632,51637,249,2,jbc-2000
176,10617632,51637,249,2,jbc-2000
179,10617642,46554,1219,1,jbc-2000
176,10617647,19226,3227,7,jbc-2000
176,10617647,29047,4081,7,jbc-2000
176,10617647,62979,2177,7,jbc-2000
176,10617647,16660,805,7,jbc-2000
176,10617647,15308,1349,7,jbc-2000
176,10617647,57596,3092,7,jbc-2000
176,10617647,35892,3283,7,jbc-2000
179,10617648,51832,3434,1,jbc-2000
170,10617655,8272,2344,1,jbc-2000
187,10625613,33002,1407,1,jbc-2000
162,10625674,29267,2285,1,jbc-2000
177,10628752,62267,21000,1,molendo
187,10629226,10590,1378,1,jcb
163,10629228,103744,376,4,jcb
169,10629228,8549,2606,4,jcb
169,10629228,118286,419,4,jcb
169,10629228,103744,376,4,jcb
187,10634855,1972,2803,1,jneuro
164,10634856,64412,24914,1,jneuro
164,10634875,89095,327,1,jneuro
164,10636870,7632,1595,1,jbc-2000
176,10636875,45472,1677,1,jbc-2000
173,10636886,8271,2438,1,jbc-2000
161,10636908,98194,1160,1,jbc-2000
181,10636923,5624,617,1,jbc-2000
171,10637268,127273,515,1,jexpmed
171,10637275,27939,996,1,jexpmed
171,10637276,34610,2436,1,jexpmed
175,10637339,18403,1887,1,nar
161,10639496,43034,2962,4,jhistocyto
161,10639496,40655,2376,4,jhistocyto
161,10639496,5808,2349,4,jhistocyto
161,10639496,45999,2703,4,jhistocyto
178,10639512,69274,384,1,jnci
175,10640537,132982,311,2,jgenviro
175,10640537,93347,5694,2,jgenviro
182,10640544,11073,718,1,jgenviro
184,10640554,43951,2297,2,jgenviro
184,10640554,987,3074,2,jgenviro
175,10640558,24144,2224,1,jgenviro
175,10640559,5921,1805,1,jgenviro
166,10642376,52417,296,1,jappliedphysio
173,10642377,22518,1303,1,jappliedphysio
169,10642603,56896,5272,1,glycobiology
177,10642604,99252,460,1,glycobiology
176,10642606,9948,2352,1,glycobiology
176,10644505,7018,431,1,ajpcell
170,10644511,5394,858,3,ajpcell
176,10644511,64184,15138,3,ajpcell
176,10644511,5394,858,3,ajpcell
164,10644518,5060,1354,2,ajpcell
180,10644518,58035,21909,2,ajpcell
166,10644522,79647,21779,1,ajpcell
177,10644525,6108,1325,1,ajpcell
178,10644531,94696,87595,1,ajpendometa
172,10644554,45262,13992,3,ajpgastro
172,10644554,29324,1322,3,ajpgastro
172,10644554,28056,1264,3,ajpgastro
170,10644560,77689,20482,7,ajpgastro
176,10644560,77689,20482,7,ajpgastro
176,10644560,63019,2845,7,ajpgastro
176,10644560,28177,4739,7,ajpgastro
176,10644560,68885,2611,7,ajpgastro
176,10644560,65891,2967,7,ajpgastro
176,10644560,72861,872,7,ajpgastro
180,10644571,9833,1802,1,ajpgastro
170,10644652,121278,56906,1,ajprenal
178,10644671,26527,700,1,jbc-2000
182,10644674,2386,3150,3,jbc-2000
182,10644674,7251,1799,3,jbc-2000
182,10644674,61415,1796,3,jbc-2000
167,10644681,47014,1356,1,jbc-2000
177,10644701,9912,1671,2,jbc-2000
184,10644701,9912,1671,2,jbc-2000
178,10644724,859,352,1,jbc-2000
179,10644726,50921,965,7,jbc-2000
179,10644726,47446,377,7,jbc-2000
179,10644726,60968,2749,7,jbc-2000
179,10644726,47826,1248,7,jbc-2000
179,10644726,66356,1181,7,jbc-2000
179,10644726,2874,3489,7,jbc-2000
179,10644726,41369,1025,7,jbc-2000
179,10644740,2045,3169,7,jbc-2000
179,10644740,44557,2513,7,jbc-2000
179,10644740,58715,1422,7,jbc-2000
179,10644740,63501,3855,7,jbc-2000
179,10644740,8615,2148,7,jbc-2000
179,10644740,32130,1915,7,jbc-2000
179,10644740,61411,2069,7,jbc-2000
168,10644742,66733,2212,7,jbc-2000
168,10644742,52359,1614,7,jbc-2000
168,10644742,6893,2372,7,jbc-2000
168,10644742,3671,2708,7,jbc-2000
168,10644742,9274,624,7,jbc-2000
172,10644742,66733,2212,7,jbc-2000
174,10644742,6382,502,7,jbc-2000
162,10644755,12217,1343,1,jbc-2000
175,10644830,48928,2701,6,jgenviro
175,10644830,991,3471,6,jgenviro
175,10644830,30041,1525,6,jgenviro
175,10644830,33363,1597,6,jgenviro
175,10644830,77812,404,6,jgenviro
175,10644830,60515,426,6,jgenviro
175,10644832,31589,621,1,jgenviro
175,10644834,7924,792,1,jgenviro
175,10644837,24661,1822,2,jgenviro
175,10644837,17228,1953,2,jgenviro
175,10644841,59935,2089,1,jgenviro
175,10645883,7068,8442,1,ajplung
177,10645889,65972,16247,1,ajplung
184,10645900,35470,900,1,ajplung
183,10645904,72868,19055,1,ajplung
172,10648386,51757,908,1,blood
176,10648415,45362,2349,1,blood
182,10648554,34669,1341,1,jcb
183,10648567,64107,1069,1,jcb
169,10648569,42157,2090,4,jcb
169,10648569,74635,3426,4,jcb
169,10648569,13969,2084,4,jcb
169,10648569,78064,2792,4,jcb
178,10650937,59794,18498,1,endocrinology
179,10650938,69520,21269,2,endocrinology
179,10650938,64005,4033,2,endocrinology
172,10650940,49478,5398,1,endocrinology
178,10650943,58930,708,1,endocrinology
178,10650956,72304,19648,2,endocrinology
178,10650956,4795,3482,2,endocrinology
172,10650961,44744,14051,1,endocrinology
185,10650962,8913,1907,1,endocrinology
171,10652298,5446,1611,1,jbc-2000
186,10652302,2310,4385,3,jbc-2000
186,10652302,6698,2218,3,jbc-2000
186,10652302,50718,2172,3,jbc-2000
174,10652325,2259,3154,2,jbc-2000
174,10652325,7337,2490,2,jbc-2000
180,10652334,34899,2155,19,jbc-2000
180,10652334,83797,2315,19,jbc-2000
180,10652334,11999,3591,19,jbc-2000
180,10652334,65615,2719,19,jbc-2000
180,10652334,1098,1442,19,jbc-2000
180,10652334,30483,1327,19,jbc-2000
180,10652334,8249,2447,19,jbc-2000
180,10652334,75244,1191,19,jbc-2000
180,10652334,2543,3963,19,jbc-2000
180,10652334,68337,3204,19,jbc-2000
180,10652334,55779,2285,19,jbc-2000
180,10652334,41409,4000,19,jbc-2000
180,10652334,15593,1617,19,jbc-2000
180,10652334,60097,2566,19,jbc-2000
180,10652334,62666,2946,19,jbc-2000
180,10652334,53274,2502,19,jbc-2000
180,10652334,49820,3451,19,jbc-2000
180,10652334,6509,1731,19,jbc-2000
180,10652334,45412,2940,19,jbc-2000
179,10652338,10864,2276,21,jbc-2000
179,10652338,28914,2578,21,jbc-2000
179,10652338,13149,2462,21,jbc-2000
179,10652338,9081,1774,21,jbc-2000
179,10652338,40633,1581,21,jbc-2000
179,10652338,56375,1510,21,jbc-2000
179,10652338,50526,1887,21,jbc-2000
179,10652338,7203,1869,21,jbc-2000
179,10652338,62921,1965,21,jbc-2000
179,10652338,68090,1433,21,jbc-2000
179,10652338,44085,1498,21,jbc-2000
179,10652338,2242,3313,21,jbc-2000
179,10652338,35547,2882,21,jbc-2000
179,10652338,15614,1181,21,jbc-2000
179,10652338,0,654,21,jbc-2000
179,10652338,38432,2198,21,jbc-2000
179,10652338,52416,1741,21,jbc-2000
179,10652338,42217,1865,21,jbc-2000
179,10652338,23412,4022,21,jbc-2000
179,10652338,59100,1336,21,jbc-2000
179,10652338,5558,1636,21,jbc-2000
173,10652341,64401,1529,3,jbc-2000
173,10652341,6045,1803,3,jbc-2000
173,10652341,2412,3630,3,jbc-2000
176,10652351,65694,280,1,jbc-2000
180,10652352,2067,3638,2,jbc-2000
180,10652352,5708,2075,2,jbc-2000
170,10652362,5156,2126,3,jbc-2000
170,10652362,42035,2736,3,jbc-2000
176,10652362,5156,2126,3,jbc-2000
186,10652366,5923,2033,5,jbc-2000
186,10652366,25644,2006,5,jbc-2000
186,10652366,27653,2982,5,jbc-2000
186,10652366,2674,3246,5,jbc-2000
186,10652366,10724,2167,5,jbc-2000
187,10652372,6007,947,4,jbc-2000
187,10652372,2767,3237,4,jbc-2000
187,10652372,49869,1237,4,jbc-2000
187,10652372,51127,1695,4,jbc-2000
173,10653890,125723,391,1,jgenphysio
187,10653892,104642,1406,1,jgenphysio
169,10655297,96202,498,1,humanrep
176,10655318,1382,2660,2,humanrep
176,10655318,4200,4546,2,humanrep
179,10655328,18555,263,1,humanrep
167,10655433,9079,4403,1,jnci
184,10655451,12562,1283,1,molhumanrep
161,10655540,3810,2598,14,humolgen
165,10655540,3810,2598,14,humolgen
186,10655540,48602,971,14,humolgen
186,10655540,1009,2798,14,humolgen
186,10655540,62880,370,14,humolgen
186,10655540,0,605,14,humolgen
186,10655540,52497,586,14,humolgen
186,10655540,50430,1683,14,humolgen
186,10655540,57245,598,14,humolgen
186,10655540,3810,2598,14,humolgen
186,10655540,49595,832,14,humolgen
186,10655540,6411,3130,14,humolgen
186,10655540,56148,491,14,humolgen
186,10655540,53086,471,14,humolgen
161,10655544,76619,485,9,humolgen
161,10655544,66058,532,9,humolgen
165,10655544,64105,386,9,humolgen
165,10655544,63664,438,9,humolgen
165,10655544,1162,2896,9,humolgen
165,10655544,91633,571,9,humolgen
165,10655544,4061,2307,9,humolgen
165,10655544,71003,398,9,humolgen
165,10655544,6371,1709,9,humolgen
177,10655545,32656,468,1,humolgen
181,10655548,18243,3593,11,humolgen
181,10655548,23441,3330,11,humolgen
181,10655548,28404,1551,11,humolgen
181,10655548,70916,508,11,humolgen
181,10655548,36252,3267,11,humolgen
181,10655548,7821,1397,11,humolgen
181,10655548,5256,2562,11,humolgen
181,10655548,1557,3696,11,humolgen
181,10655548,10227,2023,11,humolgen
181,10655548,9221,1003,11,humolgen
182,10655548,5256,2562,11,humolgen
162,10655552,994,1057,2,humolgen
186,10655552,994,1057,2,humolgen
181,10655554,75387,438,1,humolgen
175,10655556,27190,2358,1,humolgen
162,10657948,49125,20039,2,carcinogenesis
163,10657948,37934,2799,2,carcinogenesis
177,10657949,10096,1350,1,carcinogenesis
168,10657950,8194,731,7,carcinogenesis
174,10657950,7456,735,7,carcinogenesis
174,10657950,32568,1024,7,carcinogenesis
174,10657950,34540,538,7,carcinogenesis
174,10657950,9468,719,7,carcinogenesis
174,10657950,0,165,7,carcinogenesis
174,10657950,29369,793,7,carcinogenesis
163,10657972,47695,19788,1,carcinogenesis
167,10657974,0,184,1,carcinogenesis
185,10658032,56399,13354,1,jappliedphysio
173,10658036,41853,13914,1,jappliedphysio
170,10658668,4189,174,1,microbio
170,10660517,623,1700,5,jbc-2000
170,10660517,36081,2855,5,jbc-2000
170,10660517,42305,351,5,jbc-2000
176,10660517,42305,351,5,jbc-2000
176,10660517,3915,1211,5,jbc-2000
178,10660532,5730,2444,1,jbc-2000
167,10660553,56952,926,1,jbc-2000
179,10660604,56949,1421,1,jbc-2000
163,10660608,5917,2370,1,jbc-2000
168,10660629,38886,1163,7,jbc-2000
168,10660629,2670,2964,7,jbc-2000
168,10660629,1225,1442,7,jbc-2000
168,10660629,24872,2054,7,jbc-2000
168,10660629,5637,1817,7,jbc-2000
174,10660629,2670,2964,7,jbc-2000
174,10660629,5637,1817,7,jbc-2000
178,10662709,1829,1647,1,ajpendometa
161,10662719,80805,1829,1,ajpendometa
169,10662723,8271,2947,1,ajprenal
177,10662731,81631,18055,1,ajprenal
163,10662776,77050,2112,10,jcb
169,10662776,12690,3587,10,jcb
169,10662776,1262,1361,10,jcb
169,10662776,0,761,10,jcb
169,10662776,99715,457,10,jcb
169,10662776,4182,184,10,jcb
169,10662776,9992,2695,10,jcb
169,10662776,105506,455,10,jcb
169,10662776,89428,611,10,jcb
169,10662776,2626,1553,10,jcb
171,10662786,6141,1496,2,jexpmed
171,10662786,19385,2171,2,jexpmed
171,10662789,49087,1934,2,jexpmed
171,10662789,70668,403,2,jexpmed
178,10662801,20108,466,4,jexpmed
178,10662801,3037,1626,4,jexpmed
178,10662801,27513,1233,4,jexpmed
178,10662801,32768,1511,4,jexpmed
170,10666019,2538,1917,5,ajpcell
170,10666019,12570,8270,5,ajpcell
176,10666019,363,157,5,ajpcell
176,10666019,2538,1917,5,ajpcell
176,10666019,12570,8270,5,ajpcell
170,10666020,72956,17767,11,ajpcell
170,10666020,65182,1531,11,ajpcell
170,10666020,5587,1064,11,ajpcell
176,10666020,72956,17767,11,ajpcell
176,10666020,2226,1799,11,ajpcell
176,10666020,7814,1966,11,ajpcell
176,10666020,6660,1145,11,ajpcell
176,10666020,22921,1933,11,ajpcell
176,10666020,4154,1430,11,ajpcell
176,10666020,4042,108,11,ajpcell
176,10666020,5587,1064,11,ajpcell
180,10666025,83151,24825,1,ajpcell
175,10666032,25031,2786,3,ajpcell
175,10666032,11670,1616,3,ajpcell
175,10666032,23950,1078,3,ajpcell
176,10666038,50134,17515,1,ajpcell
170,10666040,6680,716,3,ajpcell
176,10666040,106894,1019,3,ajpcell
176,10666040,6680,716,3,ajpcell
183,10666119,80327,24031,1,ajplung
177,10666123,6736,1476,1,ajplung
166,10666204,25803,3358,1,blood
184,10666219,51708,1033,1,blood
174,10666230,5312,1085,1,blood
162,10666447,40684,1139,1,nar
162,10666451,31048,2499,1,nar
185,10667982,57249,1309,1,cercor
178,10667984,114626,396,1,cercor
178,10667987,632,3219,1,cercor
187,10669489,95241,28788,1,jneuro
187,10669514,2073,2831,2,jneuro
187,10669514,68447,23681,2,jneuro
187,10669515,9366,4614,1,jneuro
167,10671492,8817,1773,1,jbc-2000
177,10671533,62734,2175,2,jbc-2000
184,10671533,62734,2175,2,jbc-2000
161,10671534,0,1185,1,jbc-2000
187,10674397,100946,20621,1,molendo
179,10674400,42354,1759,4,molendo
179,10674400,29782,2541,4,molendo
179,10674400,0,651,4,molendo
179,10674400,919,3348,4,molendo
163,10675374,7976,340,1,jnci
175,10675407,56259,403,5,jgenviro
175,10675407,1470,3090,5,jgenviro
175,10675407,20785,944,5,jgenviro
175,10675407,10080,1109,5,jgenviro
175,10675407,8711,1366,5,jgenviro
175,10675420,4664,2353,1,jgenviro
175,10675421,6397,1765,1,jgenviro
160,10675423,0,449,1,jgenviro
169,10681393,69741,384,3,jhistocyto
169,10681393,17794,2801,3,jhistocyto
169,10681393,14699,2395,3,jhistocyto
187,10681515,92942,3572,1,jbc-2000
163,10681521,49424,2217,1,jbc-2000
173,10681526,8051,1693,1,jbc-2000
